refund_id,order_id,customer_id,refund_date,refund_amount,refund_reason,refund_method,refund_status,currency
REF00000267,ORD00006045,CUST004864,2025-05-11,1308.5,Customer Changed Mind,Gift Card,Pending,USD
REF00000268,ORD00022267,CUST000184,2024-11-23,1550.03,Duplicate Charge,Gift Card,Approved,USD
REF00000269,ORD00012383,CUST000188,2026-06-08,655.16,Wrong Product,Original Payment Method,Approved,USD
REF00000270,ORD00012865,CUST002358,2026-06-29,4864.38,Missing Parts,Bank Transfer,Approved,USD
REF00000271,ORD00026252,CUST000606,2025-02-18,3103.42,Customer Changed Mind,Bank Transfer,Approved,USD
REF00000272,ORD00020134,CUST000821,2024-05-25,4109.61,Damaged Item,Original Payment Method,Approved,USD
REF00000273,ORD00013204,CUST004656,2025-06-17,601.07,Wrong Product,Original Payment Method,Approved,USD
REF00000274,ORD00014673,CUST004661,2025-05-11,999.42,Product Not as Described,Bank Transfer,Approved,USD
REF00000275,ORD00021939,CUST002596,2026-05-17,2309.2,Quality Issue,Store Credit,Pending,USD
REF00000276,ORD00015299,CUST003959,2026-03-19,1012.02,Wrong Product,Gift Card,Approved,USD
REF00000277,ORD00026674,CUST003269,2024-09-29,4215.61,Quality Issue,Original Payment Method,Approved,USD
REF00000278,ORD00027280,CUST002160,2025-09-05,1089.24,Damaged Item,Bank Transfer,Approved,USD
REF00000279,ORD00001493,CUST003718,2023-11-14,245.16,Customer Changed Mind,Original Payment Method,Approved,USD
REF00000280,ORD00027005,CUST000353,2025-06-12,1940.21,Late Delivery,Bank Transfer,Approved,USD
REF00000281,ORD00024456,CUST003605,2025-12-27,149.95,Late Delivery,Bank Transfer,Approved,USD
REF00000282,ORD00008484,CUST003942,2025-09-08,3082.24,Product Not as Described,Gift Card,Approved,USD
REF00000283,ORD00011886,CUST000624,2024-05-08,934.45,Quality Issue,Original Payment Method,Approved,USD
REF00000284,ORD00001527,CUST000474,2025-10-02,907.16,Customer Changed Mind,Gift Card,Approved,USD
REF00000285,ORD00011497,CUST000110,2023-10-21,1688.55,Wrong Product,Original Payment Method,Approved,USD
REF00000286,ORD00027982,CUST001580,2026-03-06,445.09,Customer Changed Mind,Original Payment Method,Approved,USD
REF00000287,ORD00019753,CUST001914,2023-09-15,2166.74,Quality Issue,Store Credit,Approved,USD
REF00000288,ORD00005129,CUST001762,2023-04-29,36.76,Quality Issue,Original Payment Method,Approved,USD
REF00000289,ORD00023855,CUST000451,2025-06-25,554.57,Customer Changed Mind,Original Payment Method,Pending,USD
REF00000290,ORD00018439,CUST003920,2026-04-25,791.52,Quality Issue,Gift Card,Rejected,USD
REF00000291,ORD00029991,CUST000698,2023-09-20,1155.38,Damaged Item,Original Payment Method,Approved,USD
REF00000292,ORD00015200,CUST004725,2026-05-11,495.07,Duplicate Charge,Original Payment Method,Approved,USD
REF00000293,ORD00022750,CUST001805,2025-08-14,1272.16,Customer Changed Mind,Gift Card,Approved,USD
REF00000294,ORD00028841,CUST000401,2024-03-26,3790.15,Missing Parts,Bank Transfer,Approved,USD
REF00000295,ORD00011428,CUST002542,2023-04-07,2841.86,Late Delivery,Store Credit,Approved,USD
REF00000296,ORD00015273,CUST003472,2023-01-15,315.81,Late Delivery,Bank Transfer,Approved,USD
REF00000297,ORD00008306,CUST003559,2025-10-05,3664.54,Quality Issue,Store Credit,Approved,USD
REF00000298,ORD00013832,CUST004550,2024-11-14,589.15,Product Not as Described,Gift Card,Approved,USD
REF00000299,ORD00007347,CUST000612,2025-07-27,495.48,Wrong Product,Original Payment Method,Approved,USD
REF00000300,ORD00022314,CUST003676,2024-09-05,33.35,Wrong Product,Store Credit,Approved,USD
REF00000301,ORD00018040,CUST004006,2026-06-17,387.59,Customer Changed Mind,Bank Transfer,Approved,USD
REF00000302,ORD00007981,CUST001383,2025-06-25,270.57,Quality Issue,Store Credit,Approved,USD
REF00000303,ORD00028524,CUST001939,2026-01-28,1532.78,Quality Issue,Original Payment Method,Approved,USD
REF00000304,ORD00017498,CUST000163,2023-07-03,1261.87,Quality Issue,Bank Transfer,Approved,USD
REF00000305,ORD00016999,CUST004673,2025-11-24,2749.91,Wrong Product,Gift Card,Approved,USD
REF00000306,ORD00013609,CUST001161,2025-09-17,1113.8,Customer Changed Mind,Gift Card,Approved,USD
REF00000307,ORD00025346,CUST003656,2025-09-28,69.48,Damaged Item,Original Payment Method,Pending,USD
REF00000308,ORD00007865,CUST000602,2026-04-23,2037.54,Duplicate Charge,Bank Transfer,Approved,USD
REF00000309,ORD00027200,CUST001918,2024-11-18,130.83,Product Not as Described,Bank Transfer,Approved,USD
REF00000310,ORD00019834,CUST001366,2025-01-01,407.25,Product Not as Described,Gift Card,Approved,USD
REF00000311,ORD00018950,CUST003316,2025-02-26,165.85,Quality Issue,Store Credit,Approved,USD
REF00000312,ORD00003914,CUST000989,2023-05-26,161.76,Missing Parts,Original Payment Method,Approved,USD
REF00000313,ORD00007485,CUST000686,2024-02-04,348.54,Damaged Item,Original Payment Method,Pending,USD
REF00000314,ORD00004200,CUST001222,2026-07-04,1870.0,Customer Changed Mind,Gift Card,Approved,USD
REF00000315,ORD00027603,CUST001076,2023-11-03,388.94,Damaged Item,Bank Transfer,Approved,USD
REF00000316,ORD00028603,CUST004898,2023-08-09,92.22,Missing Parts,Bank Transfer,Approved,USD
REF00000317,ORD00020576,CUST004490,2024-04-27,825.79,Quality Issue,Bank Transfer,Approved,USD
REF00000318,ORD00003650,CUST002486,2026-05-29,3561.7,Customer Changed Mind,Original Payment Method,Approved,USD
REF00000319,ORD00017018,CUST000173,2023-05-30,153.21,Late Delivery,Original Payment Method,Approved,USD
REF00000320,ORD00003684,CUST002766,2026-02-28,784.99,Missing Parts,Gift Card,Approved,USD
REF00000321,ORD00020426,CUST000392,2024-10-30,492.9,Late Delivery,Store Credit,Approved,USD
REF00000322,ORD00028362,CUST004265,2023-12-05,4044.21,,Gift Card,Approved,USD
REF00000323,ORD00017702,CUST004953,2026-01-28,1159.42,Missing Parts,Original Payment Method,Rejected,USD
REF00000324,ORD00027957,CUST001272,2024-05-28,486.74,Product Not as Described,Bank Transfer,Approved,USD
REF00000325,ORD00023333,CUST000565,2024-10-27,1696.84,Damaged Item,Bank Transfer,Approved,USD
REF00000326,ORD00013528,CUST004439,2026-06-07,273.72,Damaged Item,Original Payment Method,Approved,USD
REF00000327,ORD00007290,CUST004300,2025-06-24,1649.56,Wrong Product,Original Payment Method,Pending,USD
REF00000328,ORD00024676,CUST003312,2023-09-02,274.18,Late Delivery,Gift Card,Approved,USD
REF00000329,ORD00017436,CUST002729,2023-08-01,713.8,Customer Changed Mind,Bank Transfer,Approved,USD
REF00000330,ORD00011424,CUST000745,2025-08-17,511.85,Wrong Product,Store Credit,Approved,USD
REF00000331,ORD00006726,CUST004236,2025-08-31,995.75,Damaged Item,Bank Transfer,Approved,USD
REF00000332,ORD00023633,CUST004991,2024-07-01,2790.6,Quality Issue,Store Credit,Approved,USD
REF00000333,ORD00023518,CUST000028,2024-12-26,1328.74,Wrong Product,Original Payment Method,Approved,USD
REF00000334,ORD00016530,CUST004399,2024-10-31,4527.64,Missing Parts,Bank Transfer,Approved,USD
REF00000335,ORD00000210,CUST004093,2024-10-23,826.12,Wrong Product,Store Credit,Approved,USD
REF00000336,ORD00012635,CUST000052,2023-04-13,1055.01,Duplicate Charge,Original Payment Method,Rejected,USD
REF00000337,ORD00005001,CUST003847,2026-01-13,2433.53,Wrong Product,Bank Transfer,Approved,USD
REF00000338,ORD00008042,CUST004429,2024-11-08,80.59,Missing Parts,Original Payment Method,Approved,USD
REF00000339,ORD00026972,CUST004522,2024-08-07,477.17,Quality Issue,Bank Transfer,Approved,USD
REF00000340,ORD00026956,CUST001658,2026-05-21,539.88,Product Not as Described,Store Credit,Pending,USD
REF00000341,ORD00027471,CUST002250,2024-11-11,1570.69,Wrong Product,Store Credit,Approved,USD
REF00000342,ORD00010976,CUST000262,2025-03-06,2500.06,Damaged Item,Original Payment Method,Approved,USD
REF00000343,ORD00022071,CUST002682,2026-02-26,52.52,Late Delivery,Bank Transfer,Approved,USD
REF00000344,ORD00029344,CUST000315,2025-01-11,330.52,Product Not as Described,Store Credit,Pending,USD
REF00000345,ORD00027086,CUST003279,2026-05-26,309.77,Customer Changed Mind,Gift Card,Approved,USD
REF00000346,ORD00022316,CUST003246,2025-02-07,67.98,Late Delivery,Bank Transfer,Approved,USD
REF00000347,ORD00013562,CUST004171,2023-04-21,3165.68,Damaged Item,Bank Transfer,Approved,USD
REF00000348,ORD00008794,CUST003990,2025-01-09,558.27,Customer Changed Mind,Store Credit,Pending,USD
REF00000349,ORD00025661,CUST002905,2026-01-26,98.38,Missing Parts,Bank Transfer,Pending,USD
REF00000350,ORD00021850,CUST003084,2023-12-23,1309.29,Product Not as Described,Store Credit,Approved,USD
REF00000351,ORD00020214,CUST000622,2025-06-20,1931.19,Wrong Product,Bank Transfer,Approved,USD
REF00000352,ORD00012850,CUST000097,2026-01-20,325.03,Missing Parts,Original Payment Method,Approved,USD
REF00000353,ORD00020076,CUST000899,2024-08-24,564.84,Wrong Product,Original Payment Method,Approved,USD
REF00000354,ORD00009147,CUST001825,2023-05-23,1400.44,Duplicate Charge,Original Payment Method,Approved,USD
REF00000355,ORD00024958,CUST004957,2026-05-29,1980.06,Wrong Product,Original Payment Method,Approved,USD
REF00000356,ORD00006006,CUST001721,2023-12-14,449.59,Product Not as Described,Store Credit,Approved,USD
REF00000357,ORD00019318,CUST002556,2024-07-30,3343.09,Damaged Item,Store Credit,Approved,USD
REF00000358,ORD00002975,CUST000442,2023-10-08,241.95,Duplicate Charge,Gift Card,Rejected,USD
REF00000359,ORD00016750,CUST002325,2023-06-01,323.73,Product Not as Described,Bank Transfer,Approved,USD
REF00000360,ORD00028493,CUST002223,2024-04-24,844.72,Wrong Product,Gift Card,Approved,USD
REF00000361,ORD00013220,CUST004401,2024-09-10,877.69,Quality Issue,Store Credit,Approved,USD
REF00000362,ORD00004456,CUST002169,2023-12-15,1665.99,Customer Changed Mind,Original Payment Method,Approved,USD
REF00000363,ORD00004711,CUST004874,2023-10-18,1452.49,Customer Changed Mind,Original Payment Method,Approved,USD
REF00000364,ORD00010161,CUST004150,2026-06-12,211.47,Quality Issue,Gift Card,Pending,USD
REF00000365,ORD00009738,CUST003133,2026-02-20,1913.36,Duplicate Charge,Gift Card,Approved,USD
REF00000366,ORD00007482,CUST004916,2024-05-12,956.33,Damaged Item,Gift Card,Approved,USD
REF00000367,ORD00023272,CUST002962,2023-10-02,372.28,Late Delivery,Bank Transfer,Rejected,USD
REF00000368,ORD00003204,CUST003445,2023-09-19,40.21,Wrong Product,Gift Card,Approved,USD
REF00000369,ORD00005994,CUST002231,2025-02-10,833.11,Wrong Product,Store Credit,Pending,USD
REF00000370,ORD00024351,CUST003850,2023-09-07,126.69,Duplicate Charge,Gift Card,Approved,USD
REF00000371,ORD00011907,CUST001425,2025-09-07,1947.23,Customer Changed Mind,Bank Transfer,Pending,USD
REF00000372,ORD00015202,CUST002290,2024-03-16,1049.14,Customer Changed Mind,Store Credit,Approved,USD
REF00000373,ORD00015010,CUST002035,2025-05-25,4806.69,Customer Changed Mind,Bank Transfer,Approved,USD
REF00000374,ORD00023102,CUST003282,2023-12-09,154.03,Late Delivery,Store Credit,Approved,USD
REF00000375,ORD00017980,CUST000452,2024-08-04,5035.99,Late Delivery,Bank Transfer,Pending,USD
REF00000376,ORD00026254,CUST002676,2024-06-17,965.1,Customer Changed Mind,Original Payment Method,Approved,USD
REF00000377,ORD00026638,CUST004385,2025-01-27,896.37,Wrong Product,Gift Card,Approved,USD
REF00000378,ORD00016868,CUST001385,2026-02-10,383.08,Duplicate Charge,Gift Card,Approved,USD
REF00000379,ORD00028437,CUST004958,2024-12-18,159.56,Missing Parts,Original Payment Method,Approved,USD
REF00000380,ORD00029842,CUST000275,2026-01-07,442.78,Wrong Product,Bank Transfer,Approved,USD
REF00000381,ORD00011028,CUST002018,2026-07-08,15.6,Quality Issue,Gift Card,Approved,USD
REF00000382,ORD00011408,CUST004897,2024-10-30,867.49,Damaged Item,Store Credit,Pending,USD
REF00000383,ORD00026672,CUST004072,2025-04-08,2259.82,Missing Parts,Store Credit,Pending,USD
REF00000384,ORD00013009,CUST002989,2026-06-20,1388.89,Quality Issue,Original Payment Method,Approved,USD
REF00000385,ORD00012705,CUST003956,2025-11-06,568.25,Late Delivery,Original Payment Method,Approved,USD
REF00000386,ORD00028600,CUST002415,2024-06-28,942.66,Quality Issue,Store Credit,Approved,USD
REF00000387,ORD00013793,CUST003292,2024-04-23,369.45,Missing Parts,Gift Card,Pending,USD
REF00000388,ORD00008274,CUST001842,2023-06-02,5811.2,Product Not as Described,Store Credit,Approved,USD
REF00000389,ORD00014997,CUST003880,2024-08-26,1200.92,Product Not as Described,Bank Transfer,Approved,USD
REF00000390,ORD00023032,CUST003964,2024-12-18,586.86,Product Not as Described,Bank Transfer,Approved,USD
REF00000391,ORD00023593,CUST001630,2025-02-18,1642.47,Quality Issue,Gift Card,Approved,USD
REF00000392,ORD00015754,CUST004027,2023-07-22,122.1,Late Delivery,Gift Card,Approved,USD
REF00000393,ORD00017829,CUST002122,2023-07-31,578.37,Wrong Product,Store Credit,Approved,USD
REF00000394,ORD00002188,CUST004571,2023-01-16,1622.3,Missing Parts,Bank Transfer,Approved,USD
REF00000395,ORD00015015,CUST004683,2023-04-18,55.28,Customer Changed Mind,Store Credit,Approved,USD
REF00000396,ORD00012674,CUST000661,2023-04-06,478.38,Duplicate Charge,Original Payment Method,Approved,USD
REF00000397,ORD00015103,CUST002079,2025-03-26,1909.69,Duplicate Charge,Gift Card,Approved,USD
REF00000398,ORD00015686,CUST002514,2023-07-23,73.68,Product Not as Described,Gift Card,Approved,USD
REF00000399,ORD00008046,CUST001497,2026-05-19,5478.58,Customer Changed Mind,Gift Card,Approved,USD
REF00000400,ORD00021254,CUST003173,2026-01-08,515.08,Duplicate Charge,Original Payment Method,Approved,USD
REF00000401,ORD00015448,CUST003741,2024-06-11,51.48,Duplicate Charge,Gift Card,Rejected,USD
REF00000402,ORD00005039,CUST002875,2023-03-19,8.51,Product Not as Described,Gift Card,Approved,USD
REF00000403,ORD00009328,CUST001534,2023-05-31,432.04,Product Not as Described,Original Payment Method,Approved,USD
REF00000404,ORD00019878,CUST003379,2026-02-10,3343.65,Product Not as Described,Original Payment Method,Pending,USD
REF00000405,ORD00020319,CUST002510,2023-01-31,140.23,Wrong Product,Gift Card,Approved,USD
REF00000406,ORD00011131,CUST003314,2025-05-16,1283.71,Quality Issue,Original Payment Method,Approved,USD
REF00000407,ORD00010495,CUST004311,2023-05-03,632.65,Wrong Product,Bank Transfer,Approved,USD
REF00000408,ORD00002322,CUST002599,2026-02-25,3888.17,Duplicate Charge,Gift Card,Approved,USD
REF00000409,ORD00010525,CUST000030,2024-08-26,76.34,Product Not as Described,Original Payment Method,Rejected,USD
REF00000410,ORD00016769,CUST000646,2024-07-14,582.07,Missing Parts,Store Credit,Approved,USD
REF00000411,ORD00029258,CUST000297,2024-05-29,3017.55,Quality Issue,Bank Transfer,Approved,USD
REF00000412,ORD00018796,CUST002546,2025-02-06,745.93,Duplicate Charge,Bank Transfer,Approved,USD
REF00000413,ORD00019381,CUST000548,2025-10-19,177.46,Quality Issue,Bank Transfer,Approved,USD
REF00000414,ORD00028087,CUST003040,2024-03-29,2965.16,Wrong Product,Original Payment Method,Approved,USD
REF00000415,ORD00008948,CUST000126,2025-03-29,2138.21,Missing Parts,Bank Transfer,Approved,USD
REF00000416,ORD00028314,CUST000028,2023-09-09,245.12,Customer Changed Mind,Bank Transfer,Approved,USD
REF00000417,ORD00014937,CUST003859,2026-07-04,1960.27,Product Not as Described,Store Credit,Approved,USD
REF00000418,ORD00015310,CUST000354,2026-02-13,2399.54,Quality Issue,Bank Transfer,Approved,USD
REF00000419,ORD00018519,CUST002339,2026-01-22,542.13,Missing Parts,Original Payment Method,Approved,USD
REF00000420,ORD00000498,CUST002353,2025-04-27,923.7,Product Not as Described,Bank Transfer,Approved,USD
REF00000421,ORD00025187,CUST001792,2024-07-25,897.27,Customer Changed Mind,Store Credit,Approved,USD
REF00000422,ORD00006977,CUST003286,2023-05-25,583.63,Duplicate Charge,Store Credit,Approved,USD
REF00000423,ORD00023215,CUST004783,2024-11-01,4057.05,Wrong Product,Store Credit,Pending,USD
REF00000424,ORD00009967,CUST003197,2025-07-14,397.62,Customer Changed Mind,Original Payment Method,Approved,USD
REF00000425,ORD00011674,CUST000083,2024-09-13,244.15,Quality Issue,Store Credit,Approved,USD
REF00000426,ORD00000409,CUST003911,2025-02-21,866.7,Late Delivery,Bank Transfer,Approved,USD
REF00000427,ORD00003026,CUST003842,2024-08-28,1152.42,Customer Changed Mind,Bank Transfer,Approved,USD
REF00000428,ORD00028999,CUST003077,2023-09-10,466.41,Damaged Item,Store Credit,Approved,USD
REF00000429,ORD00013257,CUST001589,2024-01-29,5372.55,Duplicate Charge,Gift Card,Approved,USD
REF00000430,ORD00010865,CUST004259,2024-11-03,1117.46,Product Not as Described,Original Payment Method,Approved,USD
REF00000431,ORD00006547,CUST000877,2026-04-24,493.92,Duplicate Charge,Original Payment Method,Approved,USD
REF00000432,ORD00017788,CUST002886,2023-04-11,3224.33,Late Delivery,Original Payment Method,Approved,USD
REF00000433,ORD00029672,CUST004200,2025-09-07,1207.74,Missing Parts,Store Credit,Approved,USD
REF00000434,ORD00014827,CUST004085,2023-03-25,3552.62,Quality Issue,Bank Transfer,Approved,USD
REF00000435,ORD00012598,CUST004116,2025-12-17,4533.55,Product Not as Described,Gift Card,Approved,USD
REF00000436,ORD00000918,CUST004169,2024-11-25,2327.53,Duplicate Charge,Gift Card,Approved,USD
REF00000437,ORD00008884,CUST004756,2023-02-05,1290.53,Wrong Product,Gift Card,Pending,USD
REF00000438,ORD00019463,CUST002697,2025-04-17,607.16,Wrong Product,Gift Card,Pending,USD
REF00000439,ORD00015222,CUST001139,2026-02-20,234.5,Damaged Item,Store Credit,Approved,USD
REF00000440,ORD00025532,CUST003692,2025-02-07,2858.53,Product Not as Described,Gift Card,Approved,USD
REF00000441,ORD00011298,CUST004554,2025-06-16,371.04,Customer Changed Mind,Bank Transfer,Approved,USD
REF00000442,ORD00017350,CUST004903,2023-11-19,1629.8,Damaged Item,Gift Card,Approved,USD
REF00000443,ORD00003651,CUST004331,2024-12-12,1016.04,Wrong Product,Bank Transfer,Approved,USD
REF00000444,ORD00024643,CUST001134,2023-10-27,2376.42,Damaged Item,Gift Card,Approved,USD
REF00000445,ORD00022962,CUST000444,2025-02-17,25.27,Product Not as Described,Gift Card,Approved,USD
REF00000446,ORD00009023,CUST000993,2024-11-18,658.17,Customer Changed Mind,Original Payment Method,Approved,USD
REF00000447,ORD00018886,CUST003362,2025-11-22,160.12,Late Delivery,Store Credit,Approved,USD
REF00000448,ORD00016962,CUST003283,2024-05-30,5025.06,Quality Issue,Bank Transfer,Approved,USD
REF00000449,ORD00029864,CUST001479,2024-04-08,62.43,Damaged Item,Gift Card,Approved,USD
REF00000450,ORD00021899,CUST001297,2023-04-06,150.22,Quality Issue,Bank Transfer,Approved,USD
REF00000451,ORD00013633,CUST003041,2025-02-02,402.05,Late Delivery,Gift Card,Approved,USD
REF00000452,ORD00017005,CUST003311,2026-05-23,921.85,Damaged Item,Gift Card,Approved,USD
REF00000453,ORD00019911,CUST000949,2026-06-22,89.18,Customer Changed Mind,Bank Transfer,Approved,USD
REF00000454,ORD00017640,CUST001422,2023-02-22,2619.39,Product Not as Described,Original Payment Method,Approved,USD
REF00000455,ORD00026600,CUST000694,2024-07-24,282.65,Wrong Product,Original Payment Method,Approved,USD
REF00000456,ORD00012692,CUST000168,2025-07-05,1949.61,Quality Issue,Store Credit,Approved,USD
REF00000457,ORD00019225,CUST000308,2026-09-07,6072.55,Missing Parts,Store Credit,Approved,USD
REF00000458,ORD00010538,CUST004987,2026-04-05,123.35,Late Delivery,Original Payment Method,Approved,USD
